sekret,/se:.kre:.tus/,se:.kre:.t
Semei,/'se.me.i:/,'se.me.i:
senator,/'se.na.tor/,'se.na.tor
sens,/'se:n.sus/,'se:n.s
septem,/sep.tem/,sep.tem
septiman,/sep.ti.'ma:.na/,sep.ti.'ma:.n
seraphin,/'se.ra.fi:n/,'se.ra.fi:n
Sergi,/'ser.gi.us/,'ser.gi
sest,/'ses.ta/,'ses.t
sestari,/ses.'ta:.ri.us/,ses.'ta:.ri
Seth,/'se:t/,'se:t
sicili,/si.'ki.li.a/,si.'ki.li
sigill,/si.'gil.la/,si.'gil.l
Sion,/'si.on/,'si.on
socrat,/'so:.kra.te:s/,'so:.kra.t
Sodom,/'so.do.ma/,'so.do.m
Solomon,/'so.lo.mo:n/,'so.lo.mo:n
son,/'so.nus/,'so.n
Sosthenes,/so:s.te.ne:s/,so:s.te.ne:s
specul,/'spe:.ku.la/,'spe:.ku.l
spiracul,/spi.'ra.ku.lum/,spi.'ra.ku.l
spirtal,/spir.t'a:.lis/,spir.t'a:.l
spirtu,/'spir.tus/,'spir.tu
stagn,/'staŋ.num/,'staŋ.n
